User Input,Polarity,Extracted Concern,Category,Intensity
I toss and turn every night because I can't sleep well and feel exhausted the next day.,Negative,can't sleep well,Insomnia,2
My mind races constantly and I have trouble sleeping even when I'm tired.,Negative,have trouble sleeping,Insomnia,2
Night after night I'm unable to sleep despite trying everything.,Negative,unable to sleep,Insomnia,2
These past few weeks I can't sleep well no matter what remedies I try.,Negative,can't sleep well,Insomnia,2
Every evening I have trouble sleeping and it's affecting my work performance.,Negative,have trouble sleeping,Insomnia,2
I've been taking melatonin but still can't sleep well at all.,Negative,can't sleep well,Insomnia,2
My anxiety peaks at night and I'm unable to sleep properly.,Negative,unable to sleep,Insomnia,2
For the third week now I have trouble sleeping through the entire night.,Negative,have trouble sleeping,Insomnia,2
Despite being exhausted I can't sleep well and it's frustrating.,Negative,can't sleep well,Insomnia,2
The stress from work means I'm unable to sleep most nights.,Negative,unable to sleep,Insomnia,2
I've tried everything but I have trouble sleeping consistently.,Negative,have trouble sleeping,Insomnia,2
My new medication is making it so I can't sleep well anymore.,Negative,can't sleep well,Insomnia,2
Since moving to the city I'm unable to sleep due to the noise.,Negative,unable to sleep,Insomnia,2
The past month I have trouble sleeping and feel completely drained.,Negative,have trouble sleeping,Insomnia,2
My irregular schedule means I can't sleep well during normal hours.,Negative,can't sleep well,Insomnia,2
Every single night I'm unable to sleep until early morning.,Negative,unable to sleep,Insomnia,2
Coffee doesn't even affect me anymore but I have trouble sleeping anyway.,Negative,have trouble sleeping,Insomnia,2
The neighbors are so loud that I can't sleep well most nights.,Negative,can't sleep well,Insomnia,2
My racing thoughts mean I'm unable to sleep without medication.,Negative,unable to sleep,Insomnia,2
Ever since the accident I have trouble sleeping through the night.,Negative,have trouble sleeping,Insomnia,2
The summer heat means I can't sleep well even with the fan on.,Negative,can't sleep well,Insomnia,2
Working night shifts has left me unable to sleep during the day.,Negative,unable to sleep,Insomnia,2
This new pillow isn't helping - I have trouble sleeping more than ever.,Negative,have trouble sleeping,Insomnia,2
My partner snores so loudly that I can't sleep well anymore.,Negative,can't sleep well,Insomnia,2
The stress of deadlines means I'm unable to sleep properly.,Negative,unable to sleep,Insomnia,2
Since becoming a parent I have trouble sleeping even when the baby does.,Negative,have trouble sleeping,Insomnia,2
The new streetlight outside means I can't sleep well without blackout curtains.,Negative,can't sleep well,Insomnia,2
My chronic pain means I'm unable to sleep through the night.,Negative,unable to sleep,Insomnia,2
The caffeine from my evening tea means I have trouble sleeping.,Negative,have trouble sleeping,Insomnia,2
This mattress is so uncomfortable that I can't sleep well on it.,Negative,can't sleep well,Insomnia,2
The upcoming presentation has me unable to sleep from anxiety.,Negative,unable to sleep,Insomnia,2
Since starting this diet I have trouble sleeping through the night.,Negative,have trouble sleeping,Insomnia,2
The constant worry about bills means I can't sleep well lately.,Negative,can't sleep well,Insomnia,2
My new apartment is too quiet and I'm unable to sleep here.,Negative,unable to sleep,Insomnia,2
The jet lag means I have trouble sleeping at normal hours now.,Negative,have trouble sleeping,Insomnia,2
These nightmares mean I can't sleep well without fear.,Negative,can't sleep well,Insomnia,2
The full moon makes me unable to sleep most nights.,Negative,unable to sleep,Insomnia,2
My new exercise routine means I have trouble sleeping from muscle aches.,Negative,have trouble sleeping,Insomnia,2
The construction next door means I can't sleep well during the day.,Negative,can't sleep well,Insomnia,2
Ever since the breakup I'm unable to sleep in this empty bed.,Negative,unable to sleep,Insomnia,2
The humidity makes me have trouble sleeping without air conditioning.,Negative,have trouble sleeping,Insomnia,2
My restless legs mean I can't sleep well most nights.,Negative,can't sleep well,Insomnia,2
The weekend parties next door leave me unable to sleep.,Negative,unable to sleep,Insomnia,2
Since starting this medication I have trouble sleeping through the night.,Negative,have trouble sleeping,Insomnia,2
The street noise means I can't sleep well in this apartment.,Negative,can't sleep well,Insomnia,2
My back pain leaves me unable to sleep comfortably.,Negative,unable to sleep,Insomnia,2
These scary movies mean I have trouble sleeping when alone.,Negative,have trouble sleeping,Insomnia,2
The seasonal changes mean I can't sleep well lately.,Negative,can't sleep well,Insomnia,2
Depression makes me unable to sleep at regular hours.,Negative,unable to sleep,Insomnia,2
My new work schedule means I have trouble sleeping normally.,Negative,have trouble sleeping,Insomnia,2
User Input,Polarity,Extracted Concern,Category,Intensity
I've been tossing and turning all night because I can't sleep well.,Negative,can't sleep well,Insomnia,3
Work stress is making me unable to sleep properly.,Negative,unable to sleep,Insomnia,3
Since last month I have trouble sleeping and it's affecting my work.,Negative,have trouble sleeping,Insomnia,3
My new medication is making me unable to sleep at night.,Negative,unable to sleep,Insomnia,3
The noise from construction means I can't sleep well anymore.,Negative,can't sleep well,Insomnia,3
I have trouble sleeping since moving to the city.,Negative,have trouble sleeping,Insomnia,3
My anxiety is getting worse and I can't sleep well.,Negative,can't sleep well,Insomnia,3
The summer heat makes me unable to sleep comfortably.,Negative,unable to sleep,Insomnia,3
Ever since the breakup I have trouble sleeping.,Negative,have trouble sleeping,Insomnia,3
Coffee in the afternoon means I can't sleep well at night.,Negative,can't sleep well,Insomnia,3
My new neighbors are loud and I'm unable to sleep.,Negative,unable to sleep,Insomnia,3
Being a new parent means I have trouble sleeping consistently.,Negative,have trouble sleeping,Insomnia,3
The stress of deadlines means I can't sleep well lately.,Negative,can't sleep well,Insomnia,3
My racing thoughts make me unable to sleep most nights.,Negative,unable to sleep,Insomnia,3
Since starting this diet I have trouble sleeping through the night.,Negative,have trouble sleeping,Insomnia,3
The change in seasons means I can't sleep well anymore.,Negative,can't sleep well,Insomnia,3
My back pain makes me unable to sleep comfortably.,Negative,unable to sleep,Insomnia,3
Living next to the highway means I have trouble sleeping.,Negative,have trouble sleeping,Insomnia,3
The upcoming exam has me so stressed I can't sleep well.,Negative,can't sleep well,Insomnia,3
My irregular work schedule means I'm unable to sleep normally.,Negative,unable to sleep,Insomnia,3
This jet lag means I have trouble sleeping at the right times.,Negative,have trouble sleeping,Insomnia,3
The full moon makes it so I can't sleep well.,Negative,can't sleep well,Insomnia,3
My partner's snoring means I'm unable to sleep properly.,Negative,unable to sleep,Insomnia,3
Since getting COVID I have trouble sleeping through the night.,Negative,have trouble sleeping,Insomnia,3
The humidity in summer means I can't sleep well.,Negative,can't sleep well,Insomnia,3
My new pillow means I'm unable to sleep comfortably.,Negative,unable to sleep,Insomnia,3
Working night shifts means I have trouble sleeping during the day.,Negative,have trouble sleeping,Insomnia,3
The street lights outside mean I can't sleep well without blinds.,Negative,can't sleep well,Insomnia,3
My allergies make me unable to sleep peacefully.,Negative,unable to sleep,Insomnia,3
The sound of rain means I have trouble sleeping sometimes.,Negative,have trouble sleeping,Insomnia,3
This new mattress means I can't sleep well yet.,Negative,can't sleep well,Insomnia,3
My chronic pain means I'm unable to sleep through the night.,Negative,unable to sleep,Insomnia,3
The thin walls mean I have trouble sleeping with noisy neighbors.,Negative,have trouble sleeping,Insomnia,3
Thinking about work means I can't sleep well on Sundays.,Negative,can't sleep well,Insomnia,3
My restless legs mean I'm unable to sleep easily.,Negative,unable to sleep,Insomnia,3
The time change means I have trouble sleeping this week.,Negative,have trouble sleeping,Insomnia,3
Playing video games late means I can't sleep well after.,Negative,can't sleep well,Insomnia,3
My dry throat means I'm unable to sleep comfortably.,Negative,unable to sleep,Insomnia,3
The cold weather means I have trouble sleeping without extra blankets.,Negative,have trouble sleeping,Insomnia,3
Financial stress means I can't sleep well these days.,Negative,can't sleep well,Insomnia,3
My new exercise routine means I'm unable to sleep right away.,Negative,unable to sleep,Insomnia,3
The weekend parties next door mean I have trouble sleeping.,Negative,have trouble sleeping,Insomnia,3
This upcoming presentation means I can't sleep well.,Negative,can't sleep well,Insomnia,3
My sinus problems mean I'm unable to sleep through the night.,Negative,unable to sleep,Insomnia,3
The cat running around means I have trouble sleeping sometimes.,Negative,have trouble sleeping,Insomnia,3
Watching scary movies means I can't sleep well afterward.,Negative,can't sleep well,Insomnia,3
My midnight hunger makes me unable to sleep peacefully.,Negative,unable to sleep,Insomnia,3
The creaky floorboards mean I have trouble sleeping when it's windy.,Negative,have trouble sleeping,Insomnia,3
Too much screen time means I can't sleep well lately.,Negative,can't sleep well,Insomnia,3
My worried mind means I'm unable to sleep soundly.,Negative,unable to sleep,Insomnia,3
I'm a little stressed about the upcoming dentist appointment.,Negative,little stressed,Stress,2
Work has me very stressed with all these deadlines.,Negative,very stressed,Stress,4
I'm extremely stressed about my final exams next week.,Negative,extremely stressed,Stress,5
Planning this wedding has me a little stressed but I'm managing.,Negative,little stressed,Stress,2
The house move has me very stressed right now.,Negative,very stressed,Stress,4
My financial situation has me extremely stressed these days.,Negative,extremely stressed,Stress,5
I'm a little stressed about meeting my partner's family.,Negative,little stressed,Stress,2
The job interview tomorrow has me very stressed.,Negative,very stressed,Stress,4
This medical diagnosis has me extremely stressed and worried.,Negative,extremely stressed,Stress,5
Learning to drive has me a little stressed at times.,Negative,little stressed,Stress,2
My workload this month has me very stressed out.,Negative,very stressed,Stress,4
The mortgage application has me extremely stressed.,Negative,extremely stressed,Stress,5
I'm a little stressed about starting at the new gym.,Negative,little stressed,Stress,2
My kids' school changes have me very stressed lately.,Negative,very stressed,Stress,4
The upcoming surgery has me extremely stressed.,Negative,extremely stressed,Stress,5
Public speaking makes me a little stressed but I cope.,Negative,little stressed,Stress,2
Managing the team project has me very stressed.,Negative,very stressed,Stress,4
The custody battle has me extremely stressed.,Negative,extremely stressed,Stress,5
I'm a little stressed about the weather forecast.,Negative,little stressed,Stress,2
The client presentation has me very stressed today.,Negative,very stressed,Stress,4
My visa application has me extremely stressed.,Negative,extremely stressed,Stress,5
Cooking for guests makes me a little stressed.,Negative,little stressed,Stress,2
The office restructuring has me very stressed.,Negative,very stressed,Stress,4
My debt situation has me extremely stressed.,Negative,extremely stressed,Stress,5
I'm a little stressed about changing my diet.,Negative,little stressed,Stress,2
The family reunion has me very stressed out.,Negative,very stressed,Stress,4
The legal dispute has me extremely stressed.,Negative,extremely stressed,Stress,5
Shopping during sales makes me a little stressed.,Negative,little stressed,Stress,2
My car problems have me very stressed this week.,Negative,very stressed,Stress,4
The immigration process has me extremely stressed.,Negative,extremely stressed,Stress,5
I'm a little stressed about the minor surgery.,Negative,little stressed,Stress,2
The house repairs have me very stressed now.,Negative,very stressed,Stress,4
My health issues have me extremely stressed.,Negative,extremely stressed,Stress,5
Travel planning makes me a little stressed.,Negative,little stressed,Stress,2
The deadline pressure has me very stressed.,Negative,very stressed,Stress,4
The court date has me extremely stressed.,Negative,extremely stressed,Stress,5
I'm a little stressed about the family visit.,Negative,little stressed,Stress,2
The performance review has me very stressed.,Negative,very stressed,Stress,4
The tax audit has me extremely stressed.,Negative,extremely stressed,Stress,5
Pet sitting makes me a little stressed.,Negative,little stressed,Stress,2
The company merger has me very stressed.,Negative,very stressed,Stress,4
My career change has me extremely stressed.,Negative,extremely stressed,Stress,5
I'm a little stressed about the blind date.,Negative,little stressed,Stress,2
The home inspection has me very stressed.,Negative,very stressed,Stress,4
The custody hearing has me extremely stressed.,Negative,extremely stressed,Stress,5
Party planning makes me a little stressed.,Negative,little stressed,Stress,2
The budget cuts have me very stressed.,Negative,very stressed,Stress,4
The medical results have me extremely stressed.,Negative,extremely stressed,Stress,5
I'm a little stressed about the job change.,Negative,little stressed,Stress,2
The upcoming move has me very stressed.,Negative,very stressed,Stress,4
The rainy weather has me feeling very low today.,Negative,feeling very low,Depression,3
I've been feeling depressed since losing my job.,Negative,feeling depressed,Depression,4
This divorce has me feeling very low right now.,Negative,feeling very low,Depression,3
Winter makes me feeling depressed every year.,Negative,feeling depressed,Depression,4
I'm feeling very low after moving to a new city.,Negative,feeling very low,Depression,3
The loneliness has me feeling depressed lately.,Negative,feeling depressed,Depression,4
After graduation I'm feeling very low and lost.,Negative,feeling very low,Depression,3
My chronic pain has me feeling depressed.,Negative,feeling depressed,Depression,4
The breakup has me feeling very low these days.,Negative,feeling very low,Depression,3
I'm feeling depressed about my career path.,Negative,feeling depressed,Depression,4
The family conflict has me feeling very low.,Negative,feeling very low,Depression,3
My health issues have me feeling depressed.,Negative,feeling depressed,Depression,4
The failed exam has me feeling very low.,Negative,feeling very low,Depression,3
I've been feeling depressed since the accident.,Negative,feeling depressed,Depression,4
Social isolation has me feeling very low.,Negative,feeling very low,Depression,3
Financial stress has me feeling depressed.,Negative,feeling depressed,Depression,4
This setback has me feeling very low today.,Negative,feeling very low,Depression,3
Work pressure has me feeling depressed.,Negative,feeling depressed,Depression,4
The rejection has me feeling very low.,Negative,feeling very low,Depression,3
My struggle with weight has me feeling depressed.,Negative,feeling depressed,Depression,4
The anniversary has me feeling very low.,Negative,feeling very low,Depression,3
Changes in life have me feeling depressed.,Negative,feeling depressed,Depression,4
Missing home has me feeling very low.,Negative,feeling very low,Depression,3
These challenges have me feeling depressed.,Negative,feeling depressed,Depression,4
The loss has me feeling very low lately.,Negative,feeling very low,Depression,3
My situation has me feeling depressed.,Negative,feeling depressed,Depression,4
Recent events have me feeling very low.,Negative,feeling very low,Depression,3
This illness has me feeling depressed.,Negative,feeling depressed,Depression,4
Family issues have me feeling very low.,Negative,feeling very low,Depression,3
My failures have me feeling depressed.,Negative,feeling depressed,Depression,4
Distance from friends has me feeling very low.,Negative,feeling very low,Depression,3
Current circumstances have me feeling depressed.,Negative,feeling depressed,Depression,4
The news today has me feeling very low.,Negative,feeling very low,Depression,3
My relationship has me feeling depressed.,Negative,feeling depressed,Depression,4
The holidays have me feeling very low.,Negative,feeling very low,Depression,3
These memories have me feeling depressed.,Negative,feeling depressed,Depression,4
Job hunting has me feeling very low.,Negative,feeling very low,Depression,3
Recovery has me feeling depressed sometimes.,Negative,feeling depressed,Depression,4
The silence has me feeling very low.,Negative,feeling very low,Depression,3
My mistakes have me feeling depressed.,Negative,feeling depressed,Depression,4
The uncertainty has me feeling very low.,Negative,feeling very low,Depression,3
Past decisions have me feeling depressed.,Negative,feeling depressed,Depression,4
The pressure has me feeling very low.,Negative,feeling very low,Depression,3
These changes have me feeling depressed.,Negative,feeling depressed,Depression,4
Daily struggles have me feeling very low.,Negative,feeling very low,Depression,3
Self-doubt has me feeling depressed.,Negative,feeling depressed,Depression,4
The problems have me feeling very low.,Negative,feeling very low,Depression,3
Life changes have me feeling depressed.,Negative,feeling depressed,Depression,4
This burden has me feeling very low.,Negative,feeling very low,Depression,3
Everything has me feeling depressed now.,Negative,feeling depressed,Depression,4
Retirement has me feeling very low today.,Negative,feeling very low,Depression,3
The empty house has me feeling depressed.,Negative,feeling depressed,Depression,4
This injury has me feeling very low now.,Negative,feeling very low,Depression,3
My art rejection has me feeling depressed.,Negative,feeling depressed,Depression,4
The cloudy weather has me feeling very low.,Negative,feeling very low,Depression,3
These deadlines have me feeling depressed.,Negative,feeling depressed,Depression,4
Lost friendships have me feeling very low.,Negative,feeling very low,Depression,3
My career change has me feeling depressed.,Negative,feeling depressed,Depression,4
The weekend alone has me feeling very low.,Negative,feeling very low,Depression,3
These regrets have me feeling depressed.,Negative,feeling depressed,Depression,4
My pet's illness has me feeling very low.,Negative,feeling very low,Depression,3
This competition has me feeling depressed.,Negative,feeling depressed,Depression,4
The cancelled plans have me feeling very low.,Negative,feeling very low,Depression,3
My writer's block has me feeling depressed.,Negative,feeling depressed,Depression,4
The grey skies have me feeling very low.,Negative,feeling very low,Depression,3
These medical bills have me feeling depressed.,Negative,feeling depressed,Depression,4
The quiet house has me feeling very low.,Negative,feeling very low,Depression,3
My project failure has me feeling depressed.,Negative,feeling depressed,Depression,4
The missed opportunity has me feeling very low.,Negative,feeling very low,Depression,3
This rejection letter has me feeling depressed.,Negative,feeling depressed,Depression,4
The empty inbox has me feeling very low.,Negative,feeling very low,Depression,3
My performance review has me feeling depressed.,Negative,feeling depressed,Depression,4
The delayed flight has me feeling very low.,Negative,feeling very low,Depression,3
These unpaid bills have me feeling depressed.,Negative,feeling depressed,Depression,4
The birthday alone has me feeling very low.,Negative,feeling very low,Depression,3
My portfolio feedback has me feeling depressed.,Negative,feeling depressed,Depression,4
The missed deadline has me feeling very low.,Negative,feeling very low,Depression,3
This weight gain has me feeling depressed.,Negative,feeling depressed,Depression,4
The unfinished work has me feeling very low.,Negative,feeling very low,Depression,3
My driving test failure has me feeling depressed.,Negative,feeling depressed,Depression,4
The team loss has me feeling very low.,Negative,feeling very low,Depression,3
These relationship issues have me feeling depressed.,Negative,feeling depressed,Depression,4
The loan denial has me feeling very low.,Negative,feeling very low,Depression,3
My creative block has me feeling depressed.,Negative,feeling depressed,Depression,4
The cold winter has me feeling very low.,Negative,feeling very low,Depression,3
This social anxiety has me feeling depressed.,Negative,feeling depressed,Depression,4
The forgotten anniversary has me feeling very low.,Negative,feeling very low,Depression,3
My interview rejection has me feeling depressed.,Negative,feeling depressed,Depression,4
The missed concert has me feeling very low.,Negative,feeling very low,Depression,3
These family arguments have me feeling depressed.,Negative,feeling depressed,Depression,4
The lost phone has me feeling very low.,Negative,feeling very low,Depression,3
My garden dying has me feeling depressed.,Negative,feeling depressed,Depression,4
The unanswered message has me feeling very low.,Negative,feeling very low,Depression,3
This long commute has me feeling depressed.,Negative,feeling depressed,Depression,4
The power outage has me feeling very low.,Negative,feeling very low,Depression,3
My canceled vacation has me feeling depressed.,Negative,feeling depressed,Depression,4
The broken promise has me feeling very low.,Negative,feeling very low,Depression,3
These parking tickets have me feeling depressed.,Negative,feeling depressed,Depression,4
The missed train has me feeling very low.,Negative,feeling very low,Depression,3
My landlord's notice has me feeling depressed.,Negative,feeling depressed,Depression,4
The stolen bike has me feeling very low.,Negative,feeling very low,Depression,3
This computer crash has me feeling depressed.,Negative,feeling depressed,Depression,4
The missed meeting has me feeling very low.,Negative,feeling very low,Depression,3
My failed recipe has me feeling depressed.,Negative,feeling depressed,Depression,4
The spilled coffee has me feeling very low.,Negative,feeling very low,Depression,3
These noisy neighbors have me feeling depressed.,Negative,feeling depressed,Depression,4
The lost wallet has me feeling very low.,Negative,feeling very low,Depression,3
My broken phone has me feeling depressed.,Negative,feeling depressed,Depression,4
The rainy vacation has me feeling very low.,Negative,feeling very low,Depression,3
This traffic jam has me feeling depressed.,Negative,feeling depressed,Depression,4
The missing package has me feeling very low.,Negative,feeling very low,Depression,3
My delayed payment has me feeling depressed.,Negative,feeling depressed,Depression,4
The closed gym has me feeling very low.,Negative,feeling very low,Depression,3
These internet issues have me feeling depressed.,Negative,feeling depressed,Depression,4
The broken glasses has me feeling very low.,Negative,feeling very low,Depression,3
My laundry mishap has me feeling depressed.,Negative,feeling depressed,Depression,4
The missed call has me feeling very low.,Negative,feeling very low,Depression,3
This printer jam has me feeling depressed.,Negative,feeling depressed,Depression,4
The expired food has me feeling very low.,Negative,feeling very low,Depression,3
My dropped phone has me feeling depressed.,Negative,feeling depressed,Depression,4
The late bus has me feeling very low.,Negative,feeling very low,Depression,3
These paper cuts have me feeling depressed.,Negative,feeling depressed,Depression,4
The flat tire has me feeling very low.,Negative,feeling very low,Depression,3
My lost keys have me feeling depressed.,Negative,feeling depressed,Depression,4
The slow internet has me feeling very low.,Negative,feeling very low,Depression,3
This burnt dinner has me feeling depressed.,Negative,feeling depressed,Depression,4
The long wait has me feeling very low.,Negative,feeling very low,Depression,3
My bad haircut has me feeling depressed.,Negative,feeling depressed,Depression,4
The wrong order has me feeling very low.,Negative,feeling very low,Depression,3
These billing errors have me feeling depressed.,Negative,feeling depressed,Depression,4
The stained shirt has me feeling very low.,Negative,feeling very low,Depression,3
My broken watch has me feeling depressed.,Negative,feeling depressed,Depression,4
The missed alarm has me feeling very low.,Negative,feeling very low,Depression,3
This cold coffee has me feeling depressed.,Negative,feeling depressed,Depression,4
The locked door has me feeling very low.,Negative,feeling very low,Depression,3
My dead battery has me feeling depressed.,Negative,feeling depressed,Depression,4
The lost document has me feeling very low.,Negative,feeling very low,Depression,3
These endless meetings have me feeling depressed.,Negative,feeling depressed,Depression,4
The dropped ice cream has me feeling very low.,Negative,feeling very low,Depression,3
My missed appointment has me feeling depressed.,Negative,feeling depressed,Depression,4
The wrong turn has me feeling very low.,Negative,feeling very low,Depression,3
This slow computer has me feeling depressed.,Negative,feeling depressed,Depression,4
The forgotten password has me feeling very low.,Negative,feeling very low,Depression,3
My lost bookmark has me feeling depressed.,Negative,feeling depressed,Depression,4
The spam emails have me feeling very low.,Negative,feeling very low,Depression,3
These software updates have me feeling depressed.,Negative,feeling depressed,Depression,4
The lost charger has me feeling very low.,Negative,feeling very low,Depression,3
My scattered papers have me feeling depressed.,Negative,feeling depressed,Depression,4
